id,name,price,vehicle_make,vehicle_model,year_range,brand_id,category_id,subcategory_id,engine_size,oem_part_number,description,product_url,image_url,created_at,updated_at
1095,BMW Forester Oil Pump,99693.51,BMW,Forester,2005-2010,5,1,3,1.8L,BMW-21074,"High-quality BMW Forester Oil Pump for BMW Forester, suitable for 2020-2024 models.",https://example.com/products/bmw-forester-oil-pump,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.167280,2025-11-08T14:11:25.167283
1096,Subaru Discovery Bumpers,28872.69,Subaru,Discovery,2010-2015,7,8,34,3.0L,SUB-59719,"High-quality Subaru Discovery Bumpers for Subaru Discovery, suitable for 2020-2024 models.",https://example.com/products/subaru-discovery-bumpers,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.167540,2025-11-08T14:11:25.167544
1097,Toyota C-Class Seat Covers,112623.81,Toyota,C-Class,2015-2020,5,9,39,4.0L Diesel,TOY-89788,"High-quality Toyota C-Class Seat Covers for Toyota C-Class, suitable for 2015-2020 models.",https://example.com/products/toyota-c-class-seat-covers,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.167792,2025-11-08T14:11:25.167795
1098,Kia X5 Motorbike,104224.72,Kia,X5,2005-2010,1,10,44,2.4L,KIA-17486,"High-quality Kia X5 Motorbike for Kia X5, suitable for 2020-2024 models.",https://example.com/products/kia-x5-motorbike,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.168028,2025-11-08T14:11:25.168031
1099,Subaru X5 ECU Modules,92858.95,Subaru,X5,2010-2015,8,5,25,2.0L,SUB-44091,"High-quality Subaru X5 ECU Modules for Subaru X5, suitable for 2020-2024 models.",https://example.com/products/subaru-x5-ecu-modules,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.168264,2025-11-08T14:11:25.168267
1100,Hyundai Tucson CV Joint,119859.72,Hyundai,Tucson,2015-2020,1,4,17,1.8L,HYU-81146,"High-quality Hyundai Tucson CV Joint for Hyundai Tucson, suitable for 2020-2024 models.",https://example.com/products/hyundai-tucson-cv-joint,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.168502,2025-11-08T14:11:25.168505
1101,Kia Tucson Oil Pump,94435.09,Kia,Tucson,2005-2010,5,1,5,1.3L,KIA-89691,"High-quality Kia Tucson Oil Pump for Kia Tucson, suitable for 2015-2020 models.",https://example.com/products/kia-tucson-oil-pump,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.168778,2025-11-08T14:11:25.168781
1102,Mitsubishi Discovery Motorbike,4528.84,Mitsubishi,Discovery,2020-2024,5,10,45,1.3L,MIT-11162,"High-quality Mitsubishi Discovery Motorbike for Mitsubishi Discovery, suitable for 2015-2020 models.",https://example.com/products/mitsubishi-discovery-motorbike,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.169022,2025-11-08T14:11:25.169025
1103,Subaru Corolla Grilles,112813.03,Subaru,Corolla,2015-2020,4,8,38,1.3L,SUB-46234,"High-quality Subaru Corolla Grilles for Subaru Corolla, suitable for 2020-2024 models.",https://example.com/products/subaru-corolla-grilles,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.169257,2025-11-08T14:11:25.169261
1104,Hyundai Discovery Brake Discs,29221.72,Hyundai,Discovery,2010-2015,5,3,13,4.0L Diesel,HYU-32871,"High-quality Hyundai Discovery Brake Discs for Hyundai Discovery, suitable for 2005-2010 models.",https://example.com/products/hyundai-discovery-brake-discs,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.169494,2025-11-08T14:11:25.169497
1105,Mitsubishi C-Class Drive Shaft,70637.16,Mitsubishi,C-Class,2010-2015,1,4,16,1.3L,MIT-15499,"High-quality Mitsubishi C-Class Drive Shaft for Mitsubishi C-Class, suitable for 2015-2020 models.",https://example.com/products/mitsubishi-c-class-drive-shaft,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.169765,2025-11-08T14:11:25.169772
1106,Mercedes-Benz Corolla ECU Modules,30076.88,Mercedes-Benz,Corolla,2005-2010,6,5,21,2.4L,MER-24308,"High-quality Mercedes-Benz Corolla ECU Modules for Mercedes-Benz Corolla, suitable for 2020-2024 models.",https://example.com/products/mercedes-benz-corolla-ecu-modules,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.170019,2025-11-08T14:11:25.170022
1107,Mazda Demio Stabilizer Links,69517.99,Mazda,Demio,2020-2024,2,2,10,1.3L,MAZ-99262,"High-quality Mazda Demio Stabilizer Links for Mazda Demio, suitable for 2020-2024 models.",https://example.com/products/mazda-demio-stabilizer-links,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.170259,2025-11-08T14:11:25.170262
1108,Kia X5 Ignition Coils,41860.83,Kia,X5,2015-2020,1,5,22,2.0L,KIA-63495,"High-quality Kia X5 Ignition Coils for Kia X5, suitable for 2015-2020 models.",https://example.com/products/kia-x5-ignition-coils,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.170496,2025-11-08T14:11:25.170499
1109,Kia Corolla Off-Road,111811.25,Kia,Corolla,2005-2010,3,10,43,1.3L,KIA-87493,"High-quality Kia Corolla Off-Road for Kia Corolla, suitable for 2010-2015 models.",https://example.com/products/kia-corolla-off-road,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.170752,2025-11-08T14:11:25.170756
1110,Subaru X5 Air Filter,79704.47,Subaru,X5,2020-2024,4,6,28,4.0L Diesel,SUB-29670,"High-quality Subaru X5 Air Filter for Subaru X5, suitable for 2005-2010 models.",https://example.com/products/subaru-x5-air-filter,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.171031,2025-11-08T14:11:25.171034
1111,Mercedes-Benz X5 Ball Joints,88739.27,Mercedes-Benz,X5,2005-2010,10,2,7,4.0L Diesel,MER-80643,"High-quality Mercedes-Benz X5 Ball Joints for Mercedes-Benz X5, suitable for 2005-2010 models.",https://example.com/products/mercedes-benz-x5-ball-joints,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.171275,2025-11-08T14:11:25.171278
1112,Mercedes-Benz Discovery Off-Road,34128.97,Mercedes-Benz,Discovery,2015-2020,9,10,46,1.5L,MER-85398,"High-quality Mercedes-Benz Discovery Off-Road for Mercedes-Benz Discovery, suitable for 2015-2020 models.",https://example.com/products/mercedes-benz-discovery-off-road,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.171510,2025-11-08T14:11:25.171513
1113,Land Rover Sorento CV Joint,83936.09,Land Rover,Sorento,2020-2024,4,4,18,1.8L,LAN-68328,"High-quality Land Rover Sorento CV Joint for Land Rover Sorento, suitable for 2005-2010 models.",https://example.com/products/land-rover-sorento-cv-joint,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.171747,2025-11-08T14:11:25.171750
1114,Land Rover X5 Oil Filter,55253.74,Land Rover,X5,2010-2015,6,6,26,2.4L,LAN-64899,"High-quality Land Rover X5 Oil Filter for Land Rover X5, suitable for 2010-2015 models.",https://example.com/products/land-rover-x5-oil-filter,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.172017,2025-11-08T14:11:25.172021
1115,BMW Pajero Seat Covers,96013.07,BMW,Pajero,2015-2020,7,9,40,1.3L,BMW-54770,"High-quality BMW Pajero Seat Covers for BMW Pajero, suitable for 2005-2010 models.",https://example.com/products/bmw-pajero-seat-covers,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.172265,2025-11-08T14:11:25.172268
1116,Mitsubishi X5 Brake Fluid,76834.0,Mitsubishi,X5,2010-2015,9,7,33,2.0L,MIT-35965,"High-quality Mitsubishi X5 Brake Fluid for Mitsubishi X5, suitable for 2005-2010 models.",https://example.com/products/mitsubishi-x5-brake-fluid,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.172501,2025-11-08T14:11:25.172504
1117,Hyundai C-Class Brake Calipers,89785.34,Hyundai,C-Class,2005-2010,7,3,11,4.0L Diesel,HYU-26567,"High-quality Hyundai C-Class Brake Calipers for Hyundai C-Class, suitable for 2020-2024 models.",https://example.com/products/hyundai-c-class-brake-calipers,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.172734,2025-11-08T14:11:25.172737
1118,Mitsubishi C-Class Gaskets,110438.2,Mitsubishi,C-Class,2015-2020,2,1,2,1.5L,MIT-65359,"High-quality Mitsubishi C-Class Gaskets for Mitsubishi C-Class, suitable for 2020-2024 models.",https://example.com/products/mitsubishi-c-class-gaskets,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.173008,2025-11-08T14:11:25.173013
1119,Nissan Sorento Seat Covers,71998.67,Nissan,Sorento,2005-2010,5,9,40,3.0L,NIS-90822,"High-quality Nissan Sorento Seat Covers for Nissan Sorento, suitable for 2005-2010 models.",https://example.com/products/nissan-sorento-seat-covers,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.173288,2025-11-08T14:11:25.173291
1120,Subaru Discovery Bushings,36491.71,Subaru,Discovery,2010-2015,8,2,8,3.0L,SUB-72535,"High-quality Subaru Discovery Bushings for Subaru Discovery, suitable for 2010-2015 models.",https://example.com/products/subaru-discovery-bushings,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.173544,2025-11-08T14:11:25.173547
1121,Mitsubishi Corolla Truck,72183.17,Mitsubishi,Corolla,2020-2024,2,10,47,2.0L,MIT-98330,"High-quality Mitsubishi Corolla Truck for Mitsubishi Corolla, suitable for 2015-2020 models.",https://example.com/products/mitsubishi-corolla-truck,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.173793,2025-11-08T14:11:25.173796
1122,BMW Tucson Bumpers,29790.97,BMW,Tucson,2015-2020,9,8,35,1.3L,BMW-74656,"High-quality BMW Tucson Bumpers for BMW Tucson, suitable for 2020-2024 models.",https://example.com/products/bmw-tucson-bumpers,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.174028,2025-11-08T14:11:25.174031
1123,Kia Pajero Batteries,7427.3,Kia,Pajero,2020-2024,7,5,23,2.4L,KIA-37614,"High-quality Kia Pajero Batteries for Kia Pajero, suitable for 2015-2020 models.",https://example.com/products/kia-pajero-batteries,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.174313,2025-11-08T14:11:25.174317
1124,Nissan Sorento Off-Road,21957.12,Nissan,Sorento,2015-2020,6,10,47,2.0L,NIS-47728,"High-quality Nissan Sorento Off-Road for Nissan Sorento, suitable for 2020-2024 models.",https://example.com/products/nissan-sorento-off-road,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.174552,2025-11-08T14:11:25.174556
1125,Hyundai X5 CV Joint,111130.61,Hyundai,X5,2015-2020,5,4,17,1.5L,HYU-97350,"High-quality Hyundai X5 CV Joint for Hyundai X5, suitable for 2005-2010 models.",https://example.com/products/hyundai-x5-cv-joint,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.174808,2025-11-08T14:11:25.174811
1126,Mitsubishi Corolla Axle Boot,108548.6,Mitsubishi,Corolla,2010-2015,9,4,20,1.3L,MIT-80756,"High-quality Mitsubishi Corolla Axle Boot for Mitsubishi Corolla, suitable for 2020-2024 models.",https://example.com/products/mitsubishi-corolla-axle-boot,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.175052,2025-11-08T14:11:25.175055
1127,Hyundai X5 Timing Belt,88520.51,Hyundai,X5,2010-2015,4,1,3,4.0L Diesel,HYU-78274,"High-quality Hyundai X5 Timing Belt for Hyundai X5, suitable for 2020-2024 models.",https://example.com/products/hyundai-x5-timing-belt,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.175330,2025-11-08T14:11:25.175334
1128,Land Rover Forester Sensors,33409.14,Land Rover,Forester,2015-2020,2,5,21,3.0L,LAN-27933,"High-quality Land Rover Forester Sensors for Land Rover Forester, suitable for 2005-2010 models.",https://example.com/products/land-rover-forester-sensors,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.175573,2025-11-08T14:11:25.175576
1129,Nissan Sorento Oil Filter,62079.57,Nissan,Sorento,2020-2024,4,6,26,3.0L,NIS-46190,"High-quality Nissan Sorento Oil Filter for Nissan Sorento, suitable for 2005-2010 models.",https://example.com/products/nissan-sorento-oil-filter,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.175811,2025-11-08T14:11:25.175814
1130,Nissan C-Class Fuel Filter,24871.84,Nissan,C-Class,2005-2010,7,6,26,3.0L,NIS-83160,"High-quality Nissan C-Class Fuel Filter for Nissan C-Class, suitable for 2005-2010 models.",https://example.com/products/nissan-c-class-fuel-filter,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.176047,2025-11-08T14:11:25.176050
1131,Subaru Demio Clutch Kit,33671.11,Subaru,Demio,2020-2024,10,4,17,4.0L Diesel,SUB-29848,"High-quality Subaru Demio Clutch Kit for Subaru Demio, suitable for 2010-2015 models.",https://example.com/products/subaru-demio-clutch-kit,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.176314,2025-11-08T14:11:25.176318
1132,Mazda Hilux Grilles,103215.92,Mazda,Hilux,2005-2010,3,8,36,2.0L,MAZ-38074,"High-quality Mazda Hilux Grilles for Mazda Hilux, suitable for 2005-2010 models.",https://example.com/products/mazda-hilux-grilles,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.176570,2025-11-08T14:11:25.176573
1133,Mazda Pajero Bumpers,51633.72,Mazda,Pajero,2020-2024,10,8,38,3.0L,MAZ-44481,"High-quality Mazda Pajero Bumpers for Mazda Pajero, suitable for 2010-2015 models.",https://example.com/products/mazda-pajero-bumpers,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.176807,2025-11-08T14:11:25.176810
1134,Mitsubishi Tucson Oil Filter,105317.09,Mitsubishi,Tucson,2020-2024,9,6,29,2.0L,MIT-97552,"High-quality Mitsubishi Tucson Oil Filter for Mitsubishi Tucson, suitable for 2020-2024 models.",https://example.com/products/mitsubishi-tucson-oil-filter,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.177043,2025-11-08T14:11:25.177046
1135,Land Rover Tucson All-Season,28224.34,Land Rover,Tucson,2020-2024,9,10,45,2.0L,LAN-47653,"High-quality Land Rover Tucson All-Season for Land Rover Tucson, suitable for 2015-2020 models.",https://example.com/products/land-rover-tucson-all-season,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.177280,2025-11-08T14:11:25.177283
1136,Mitsubishi Discovery Gearbox Oil,80122.01,Mitsubishi,Discovery,2020-2024,2,4,19,3.0L,MIT-55557,"High-quality Mitsubishi Discovery Gearbox Oil for Mitsubishi Discovery, suitable for 2010-2015 models.",https://example.com/products/mitsubishi-discovery-gearbox-oil,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.177555,2025-11-08T14:11:25.177558
1137,Subaru Demio Bumpers,36684.3,Subaru,Demio,2010-2015,10,8,37,4.0L Diesel,SUB-76517,"High-quality Subaru Demio Bumpers for Subaru Demio, suitable for 2020-2024 models.",https://example.com/products/subaru-demio-bumpers,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.177797,2025-11-08T14:11:25.177800
1138,Hyundai Sorento Timing Belt,48486.96,Hyundai,Sorento,2020-2024,6,1,5,2.0L,HYU-67927,"High-quality Hyundai Sorento Timing Belt for Hyundai Sorento, suitable for 2015-2020 models.",https://example.com/products/hyundai-sorento-timing-belt,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.178038,2025-11-08T14:11:25.178041
1139,Mazda Sorento Spark Plugs,38750.0,Mazda,Sorento,2010-2015,8,1,3,2.4L,MAZ-63714,"High-quality Mazda Sorento Spark Plugs for Mazda Sorento, suitable for 2010-2015 models.",https://example.com/products/mazda-sorento-spark-plugs,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.178276,2025-11-08T14:11:25.178279
1140,BMW X5 Seat Covers,17682.8,BMW,X5,2005-2010,2,9,40,3.0L,BMW-80748,"High-quality BMW X5 Seat Covers for BMW X5, suitable for 2005-2010 models.",https://example.com/products/bmw-x5-seat-covers,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.178539,2025-11-08T14:11:25.178543
1141,Kia C-Class Engine Oil,79454.46,Kia,C-Class,2010-2015,6,7,30,1.8L,KIA-77980,"High-quality Kia C-Class Engine Oil for Kia C-Class, suitable for 2010-2015 models.",https://example.com/products/kia-c-class-engine-oil,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.178836,2025-11-08T14:11:25.178840
1142,Mazda Tucson Brake Discs,109501.82,Mazda,Tucson,2020-2024,7,3,15,1.5L,MAZ-53450,"High-quality Mazda Tucson Brake Discs for Mazda Tucson, suitable for 2010-2015 models.",https://example.com/products/mazda-tucson-brake-discs,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.179096,2025-11-08T14:11:25.179099
1143,Mercedes-Benz Hilux Gaskets,49257.65,Mercedes-Benz,Hilux,2005-2010,1,1,1,1.5L,MER-73556,"High-quality Mercedes-Benz Hilux Gaskets for Mercedes-Benz Hilux, suitable for 2015-2020 models.",https://example.com/products/mercedes-benz-hilux-gaskets,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.179333,2025-11-08T14:11:25.179341
1144,Mazda Corolla Ignition Coils,90615.06,Mazda,Corolla,2020-2024,4,5,21,1.5L,MAZ-59526,"High-quality Mazda Corolla Ignition Coils for Mazda Corolla, suitable for 2015-2020 models.",https://example.com/products/mazda-corolla-ignition-coils,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.179603,2025-11-08T14:11:25.179606
1145,Mercedes-Benz Forester Shock Absorbers,4232.16,Mercedes-Benz,Forester,2010-2015,2,2,6,1.3L,MER-81001,"High-quality Mercedes-Benz Forester Shock Absorbers for Mercedes-Benz Forester, suitable for 2020-2024 models.",https://example.com/products/mercedes-benz-forester-shock-absorbers,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.179855,2025-11-08T14:11:25.179858
1146,Kia Forester Axle Boot,89859.29,Kia,Forester,2015-2020,5,4,20,2.0L,KIA-49603,"High-quality Kia Forester Axle Boot for Kia Forester, suitable for 2010-2015 models.",https://example.com/products/kia-forester-axle-boot,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.180090,2025-11-08T14:11:25.180093
1147,Land Rover Forester Stabilizer Links,52970.31,Land Rover,Forester,2020-2024,10,2,8,2.4L,LAN-39131,"High-quality Land Rover Forester Stabilizer Links for Land Rover Forester, suitable for 2015-2020 models.",https://example.com/products/land-rover-forester-stabilizer-links,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.180327,2025-11-08T14:11:25.180330
